6,1,0,5,11,37,26,10,0,0,14,0,0,3,1,0,2,10,2,0,0,3,22
5,1,15,2,67,262,6,111,0,0,3,0,0,0,2,0,0,6,5,0,5,0,0
2,0,1,0,15,52,1,26,0,0,0,0,0,0,0,0,6,39,45,0,0,0,0
2,0,1,3,13,38,14,19,0,0,0,0,0,0,0,0,4,28,17,0,2,0,0
5,69,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,6,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,0,0,0,0
244,306,186,38,427,2355,151,556,0,0,175,0,6,36,22,0,7,63,44,0,136,1,34
307,184,588,19,391,1870,98,934,0,0,0,0,0,0,0,0,8,97,158,0,261,0,0
205,63,99,28,317,1397,178,664,0,0,210,0,9,75,90,0,8,59,75,0,90,3,74
119,10,39,15,282,1050,132,629,0,0,0,0,0,0,0,0,12,282,500,0,85,0,0
179,14,3,48,158,917,244,149,0,0,125,0,7,36,28,0,3,22,17,0,11,27,193
228,82,183,20,285,1285,165,795,0,0,0,0,0,0,0,0,7,115,259,0,168,0,0
83,0,8,25,165,474,208,246,0,0,176,0,13,109,128,0,2,24,46,0,13,10,149
168,15,24,48,249,1313,261,300,0,0,221,0,6,69,32,0,6,62,76,0,38,11,171
26,11,7,10,42,772,50,206,0,0,0,0,0,0,0,0,7,86,141,0,10,0,0
23,4,8,6,31,609,43,193,0,0,0,0,0,0,0,0,6,68,140,0,9,0,0
200,58,30,53,259,1530,223,247,0,0,356,0,14,74,55,0,6,38,26,0,47,8,145
1,0,0,1,8,84,2,30,0,0,0,0,0,0,0,0,9,102,207,0,0,0,0
0,0,0,1,0,0,9,0,0,0,22,0,0,0,2,0,0,2,0,0,0,1,9
115,7,1,48,118,624,279,82,0,0,201,0,12,48,34,0,2,8,15,0,7,29,246
179,14,3,48,158,917,244,149,0,0,125,0,7,36,28,0,3,22,17,0,11,27,193
301,321,551,17,339,1935,88,693,0,0,0,0,0,0,0,0,4,62,90,0,253,0,0
643,1924,1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643,0,0
98,0,54,14,260,920,118,640,0,0,0,0,0,0,0,0,9,222,454,0,66,0,0
124,3,2,53,140,654,264,128,0,0,271,0,21,58,29,0,7,30,30,0,10,24,219
126,14,40,26,266,1104,199,599,0,0,90,0,4,67,79,0,7,99,181,0,51,3,76
130,9,5,35,179,809,246,287,0,0,152,0,12,90,96,0,6,43,75,0,22,12,149
76,0,8,26,162,492,194,232,0,0,128,0,12,111,108,0,4,37,61,0,13,8,125
21,4,1,11,28,559,73,142,0,0,87,0,4,20,15,0,5,45,21,0,1,3,42
37,0,1,10,155,336,63,177,0,0,47,0,0,6,47,0,2,70,168,0,5,1,24
1,0,0,0,45,33,0,56,0,0,0,0,0,0,0,0,1,55,297,0,0,0,0
121,0,39,18,316,972,158,651,0,0,154,0,8,102,62,0,10,146,214,0,51,3,82
30,11,36,6,127,633,27,461,0,0,0,0,0,0,0,0,9,110,140,0,8,0,0
